Millis,Quat_W,Quat_X,Quat_Y,Quat_Z,Acc_X,Acc_Y,Acc_Z 
2801730,1.00,0.06,-0.01,0.00,0.10,-9.99,-1.13
2801763,1.00,0.06,-0.00,-0.00,0.08,-9.93,-1.13
2801796,1.00,0.06,0.00,-0.00,-0.00,-9.87,-1.09
2801829,1.00,0.06,0.00,-0.00,-0.01,-9.91,-1.14
2801862,1.00,0.06,0.00,-0.00,0.01,-9.97,-1.12
2801895,1.00,0.06,0.00,0.00,0.09,-9.97,-1.13
2801928,1.00,0.06,0.00,0.00,0.22,-9.93,-1.12
2801962,1.00,0.06,-0.00,0.00,0.33,-9.96,-1.14
2801994,1.00,0.06,-0.00,0.01,0.40,-9.97,-1.14
2802027,1.00,0.06,-0.00,0.01,0.45,-9.99,-1.15
2802060,1.00,0.06,-0.01,0.01,0.50,-9.97,-1.16
2802093,1.00,0.06,-0.01,0.01,0.52,-9.97,-1.15
2802126,1.00,0.06,-0.01,0.01,0.52,-9.96,-1.15
2802159,1.00,0.06,-0.01,0.01,0.50,-9.96,-1.16
2802192,1.00,0.06,-0.02,0.01,0.50,-9.98,-1.18
2802226,1.00,0.06,-0.02,0.01,0.45,-9.97,-1.15
2802258,1.00,0.06,-0.02,0.01,0.37,-9.97,-1.12
2802291,1.00,0.06,-0.02,0.00,0.30,-9.94,-1.10
2802324,1.00,0.06,-0.02,0.00,0.28,-9.91,-1.07
2802356,1.00,0.05,-0.02,0.00,0.31,-9.94,-1.07
2802389,1.00,0.05,-0.02,0.00,0.33,-9.97,-1.04
2802422,1.00,0.05,-0.01,0.00,0.33,-9.96,-1.00
2802455,1.00,0.05,-0.02,0.00,0.31,-9.95,-1.01
2802488,1.00,0.05,-0.01,-0.00,0.24,-9.91,-1.03
2802519,1.00,0.05,-0.01,-0.00,0.23,-9.96,-1.03
2802552,1.00,0.05,-0.01,-0.00,0.29,-9.89,-1.04
2802585,1.00,0.05,-0.02,-0.00,0.33,-9.90,-1.09
2802618,1.00,0.05,-0.02,-0.00,0.41,-10.01,-1.12
2802650,1.00,0.06,-0.02,-0.00,0.46,-9.99,-1.13
2802683,1.00,0.05,-0.02,0.00,0.43,-9.99,-1.10
2802716,1.00,0.06,-0.02,0.00,0.45,-9.95,-1.09
2802749,1.00,0.06,-0.02,-0.00,0.39,-9.88,-1.10
2802780,1.00,0.06,-0.02,-0.00,0.32,-9.93,-1.11
2802813,1.00,0.06,-0.01,-0.00,0.28,-9.99,-1.12
2802846,1.00,0.06,-0.02,0.00,0.33,-9.96,-1.10
2802879,1.00,0.05,-0.02,0.00,0.39,-9.96,-1.07
2802912,1.00,0.05,-0.02,0.00,0.43,-9.96,-1.08
2802945,1.00,0.05,-0.02,0.00,0.37,-9.96,-1.08
2802978,1.00,0.05,-0.02,0.00,0.32,-9.93,-1.11
2803012,1.00,0.06,-0.01,-0.00,0.29,-9.93,-1.10
2803044,1.00,0.05,-0.01,0.00,0.25,-9.94,-1.08
2803077,1.00,0.05,-0.01,0.00,0.31,-9.97,-1.09
2803110,1.00,0.05,-0.02,0.00,0.36,-9.96,-1.07
2803143,1.00,0.06,-0.02,0.00,0.37,-9.96,-1.10
2803176,1.00,0.05,-0.02,0.00,0.36,-9.92,-1.10
2803209,1.00,0.06,-0.01,0.00,0.33,-9.95,-1.09
2803241,1.00,0.05,-0.02,0.00,0.29,-9.95,-1.09
2803275,1.00,0.06,-0.01,0.00,0.30,-9.95,-1.09
2803306,1.00,0.05,-0.02,0.00,0.32,-9.93,-1.10
2803339,1.00,0.06,-0.02,0.00,0.34,-9.98,-1.12
2803372,1.00,0.06,-0.02,0.00,0.37,-9.96,-1.12
2803405,1.00,0.06,-0.02,0.00,0.38,-9.94,-1.12
2803438,1.00,0.06,-0.02,0.00,0.38,-9.95,-1.13
2803470,1.00,0.05,-0.02,0.00,0.38,-9.97,-1.12
2803503,1.00,0.06,-0.02,0.00,0.37,-9.97,-1.12
2803536,1.00,0.05,-0.02,0.00,0.36,-9.98,-1.10
2803567,1.00,0.06,-0.02,0.00,0.37,-9.93,-1.12
2803600,1.00,0.06,-0.02,0.00,0.36,-9.96,-1.13
2803633,1.00,0.06,-0.02,0.00,0.35,-9.95,-1.12
2803666,1.00,0.05,-0.02,0.00,0.35,-9.95,-1.10
2803699,1.00,0.05,-0.02,0.00,0.36,-9.95,-1.09
2803732,1.00,0.06,-0.02,0.00,0.35,-9.94,-1.10
2803765,1.00,0.05,-0.02,0.00,0.35,-9.95,-1.10
2803798,1.00,0.05,-0.02,0.00,0.35,-9.94,-1.10
2803830,1.00,0.06,-0.02,0.00,0.36,-9.96,-1.12
2803863,1.00,0.06,-0.02,0.00,0.34,-9.94,-1.11
2803896,1.00,0.05,-0.02,0.00,0.32,-9.95,-1.09
2803929,1.00,0.06,-0.02,0.00,0.33,-9.97,-1.11
2803962,1.00,0.06,-0.02,0.00,0.36,-9.97,-1.12
2803995,1.00,0.05,-0.02,0.00,0.38,-9.96,-1.08
2804027,1.00,0.05,-0.02,0.00,0.34,-9.94,-1.07
2804061,1.00,0.06,-0.01,0.00,0.31,-9.93,-1.12
2804092,1.00,0.05,-0.01,0.00,0.29,-9.96,-1.12
2804124,1.00,0.05,-0.02,0.00,0.32,-9.97,-1.09
2804157,1.00,0.06,-0.02,0.00,0.38,-9.96,-1.10
2804190,1.00,0.06,-0.02,0.00,0.35,-9.96,-1.10
2804223,1.00,0.06,-0.02,0.00,0.33,-9.94,-1.10
2804256,1.00,0.06,-0.01,0.00,0.29,-9.93,-1.10
2804289,1.00,0.05,-0.01,0.00,0.26,-9.93,-1.07
2804323,1.00,0.06,-0.01,0.00,0.27,-9.95,-1.08
2804355,1.00,0.05,-0.02,0.00,0.31,-10.01,-1.05
2804388,1.00,0.05,-0.02,0.00,0.33,-9.99,-1.05
2804420,1.00,0.05,-0.02,0.00,0.27,-9.89,-1.05
2804453,1.00,0.05,-0.01,0.00,0.20,-9.88,-1.03
2804486,1.00,0.05,-0.01,-0.00,0.13,-9.89,-1.05
2804519,1.00,0.06,-0.01,0.00,0.20,-10.03,-1.09
2804552,1.00,0.05,-0.01,0.00,0.36,-10.08,-1.10
2804586,1.00,0.06,-0.02,0.00,0.48,-9.98,-1.12
2804618,1.00,0.05,-0.02,0.00,0.33,-9.93,-1.09
2804651,1.00,0.05,-0.01,-0.00,0.20,-9.84,-1.09
2804684,1.00,0.05,-0.01,-0.00,0.04,-9.89,-1.08
2804717,1.00,0.05,-0.01,-0.00,0.00,-9.97,-1.08
2804749,1.00,0.05,-0.01,0.00,0.17,-10.13,-1.12
2804782,1.00,0.06,-0.01,0.00,0.40,-10.06,-1.11
2804815,1.00,0.05,-0.02,0.00,0.35,-9.93,-1.07
2804849,1.00,0.05,-0.01,0.00,0.22,-9.85,-1.03
2804881,1.00,0.05,-0.01,-0.00,0.08,-9.84,-1.04
2804914,1.00,0.05,-0.01,-0.00,0.03,-9.85,-1.04
2804947,1.00,0.05,0.00,-0.00,0.05,-10.02,-1.05
2804980,1.00,0.05,-0.00,0.00,0.32,-10.09,-1.09
2805013,1.00,0.05,-0.01,0.00,0.51,-10.07,-1.09
2805045,1.00,0.05,-0.01,0.00,0.49,-9.99,-1.10
2805078,1.00,0.05,-0.01,0.00,0.38,-9.83,-1.08
2805112,1.00,0.05,-0.01,0.00,0.21,-9.92,-1.09
2805143,1.00,0.05,-0.01,-0.00,0.19,-9.97,-1.07
2805176,1.00,0.05,-0.01,0.00,0.24,-10.03,-1.12
2805209,1.00,0.05,-0.01,0.00,0.30,-10.03,-1.12
2805242,1.00,0.05,-0.01,0.00,0.24,-9.94,-1.08
2805275,1.00,0.05,-0.01,0.00,0.19,-9.91,-1.04
2805308,1.00,0.05,-0.01,0.00,0.17,-9.92,-1.05
2805340,1.00,0.05,-0.01,0.00,0.22,-10.15,-1.11
2805374,1.00,0.06,-0.02,0.00,0.37,-10.08,-1.15
2805406,1.00,0.06,-0.02,0.00,0.33,-9.96,-1.11
2805439,1.00,0.06,-0.02,0.00,0.06,-9.85,-1.00
2805472,1.00,0.06,-0.02,0.00,-0.18,-9.93,-0.91
2805505,1.00,0.06,-0.02,0.00,-0.25,-9.96,-0.83
2805538,1.00,0.05,-0.01,0.01,-0.22,-9.95,-0.80
2805571,1.00,0.05,-0.01,0.01,-0.14,-9.86,-0.76
2805604,1.00,0.05,-0.01,0.01,-0.07,-9.89,-0.80
2805637,1.00,0.05,-0.01,0.00,-0.05,-9.96,-0.89
2805668,1.00,0.05,-0.00,0.00,-0.11,-9.94,-0.94
2805701,1.00,0.05,0.00,-0.00,-0.17,-9.94,-1.00
2805734,1.00,0.05,0.00,-0.00,-0.21,-9.91,-1.04
2805767,1.00,0.05,0.01,-0.00,-0.16,-9.96,-1.05
2805800,1.00,0.05,0.01,-0.00,-0.06,-9.97,-1.08
2805833,1.00,0.05,0.00,-0.00,-0.00,-9.99,-1.09
2805866,1.00,0.05,0.00,-0.00,0.02,-9.95,-1.08
2805900,1.00,0.05,0.00,-0.00,-0.01,-9.95,-1.07
2805932,1.00,0.05,0.00,-0.00,-0.03,-10.02,-1.03
2805965,1.00,0.05,0.00,0.00,0.07,-9.97,-1.02
2805998,1.00,0.05,-0.00,0.00,0.24,-10.01,-1.02
2806031,1.00,0.05,-0.00,0.00,0.30,-9.93,-1.01
2806064,1.00,0.05,-0.00,0.00,0.35,-9.90,-1.06
2806097,1.00,0.05,-0.01,0.00,0.35,-9.98,-1.09
2806130,1.00,0.05,-0.01,0.00,0.34,-10.01,-1.10
2806164,1.00,0.05,-0.01,-0.00,0.32,-9.99,-1.08
2806195,1.00,0.06,-0.02,-0.00,0.30,-9.97,-1.10
2806227,1.00,0.06,-0.01,-0.00,0.15,-9.94,-1.07
2806260,1.00,0.05,-0.01,-0.00,0.11,-9.91,-1.06
2806293,1.00,0.05,-0.01,-0.00,0.10,-9.95,-1.10
2806326,1.00,0.06,-0.01,-0.00,0.19,-9.94,-1.12
2806359,1.00,0.06,-0.01,-0.00,0.04,-9.97,-1.12
2806392,1.00,0.06,-0.01,-0.00,-0.00,-9.96,-1.12
2806425,1.00,0.06,-0.00,-0.00,-0.07,-9.94,-1.11
2806457,1.00,0.06,-0.00,-0.00,-0.08,-9.95,-1.11
2806489,1.00,0.06,0.00,-0.00,-0.07,-9.93,-1.11
2806522,1.00,0.06,0.00,0.00,-0.02,-9.95,-1.13
2806554,1.00,0.05,0.00,-0.00,-0.01,-9.96,-1.10
2806587,1.00,0.05,0.00,-0.00,-0.02,-9.94,-1.08
2806619,1.00,0.05,0.00,0.00,0.02,-9.93,-1.10
2806652,1.00,0.05,-0.00,0.00,0.01,-9.96,-1.06
2806685,1.00,0.05,-0.00,0.00,0.02,-9.96,-1.09
2806717,1.00,0.05,-0.00,0.00,0.07,-9.92,-1.08
2806749,1.00,0.05,-0.00,0.00,0.05,-9.93,-1.06
2806782,1.00,0.05,-0.00,0.00,0.05,-9.97,-1.07
2806814,1.00,0.05,-0.00,0.00,0.09,-9.97,-1.06
2806847,1.00,0.06,-0.01,0.00,0.11,-9.97,-1.09
2806879,1.00,0.05,-0.00,-0.00,0.11,-9.94,-1.09
2806912,1.00,0.06,-0.00,-0.00,0.08,-9.95,-1.09
2806945,1.00,0.05,-0.00,0.00,0.09,-9.95,-1.12
2806977,1.00,0.06,-0.00,0.00,0.09,-9.95,-1.11
2807009,1.00,0.05,-0.01,-0.00,0.10,-9.98,-1.11
2807042,1.00,0.06,-0.00,-0.00,0.09,-9.97,-1.12
2807074,1.00,0.06,-0.00,-0.00,0.07,-9.96,-1.12
2807107,1.00,0.05,-0.00,0.00,0.06,-9.95,-1.10
2807139,1.00,0.06,-0.00,0.00,0.06,-9.92,-1.11
2807172,1.00,0.05,-0.00,0.00,0.04,-9.93,-1.11
2807205,1.00,0.06,-0.00,0.00,0.10,-9.96,-1.14
2807237,1.00,0.06,-0.01,0.00,0.10,-9.96,-1.11
2807269,1.00,0.05,-0.00,0.00,0.09,-9.95,-1.10
2807302,1.00,0.06,-0.00,0.00,0.07,-9.97,-1.11
2807335,1.00,0.05,-0.00,0.00,0.04,-9.97,-1.13
2807368,1.00,0.05,-0.00,0.00,0.03,-9.97,-1.05
2807400,1.00,0.05,-0.00,0.00,0.02,-9.94,-1.06
2807433,1.00,0.05,-0.01,0.00,0.05,-9.93,-1.09
2807467,1.00,0.05,-0.00,-0.00,0.01,-9.99,-1.12
2807498,1.00,0.06,0.00,-0.00,-0.03,-9.94,-1.12
2807530,1.00,0.06,0.00,-0.00,-0.03,-9.94,-1.15
2807563,1.00,0.06,-0.00,-0.00,0.00,-9.96,-1.12
2807596,1.00,0.06,-0.00,0.00,0.05,-9.92,-1.14
2807629,1.00,0.06,-0.00,-0.00,0.02,-9.98,-1.11
2807662,1.00,0.06,0.00,-0.00,-0.14,-9.97,-1.08
2807694,1.00,0.05,0.00,-0.00,-0.05,-9.92,-1.07
2807728,1.00,0.06,0.00,-0.00,-0.04,-9.90,-1.10
2807759,1.00,0.05,0.00,-0.00,-0.07,-9.95,-1.06
2807791,1.00,0.05,0.00,0.00,-0.08,-9.93,-1.07
2807824,1.00,0.05,0.00,-0.00,-0.03,-9.96,-1.05
2807857,1.00,0.05,-0.00,-0.00,0.05,-9.96,-1.03
2807890,1.00,0.05,0.00,-0.00,-0.05,-10.04,-1.04
2807922,1.00,0.05,-0.00,-0.00,0.04,-10.00,-1.04
2807955,1.00,0.05,-0.00,-0.00,0.13,-9.95,-1.04
2807988,1.00,0.05,-0.01,0.00,0.15,-9.98,-1.05
2808019,1.00,0.05,-0.00,-0.00,0.08,-9.98,-1.04
2808052,1.00,0.05,-0.00,-0.00,0.06,-9.95,-1.04
2808085,1.00,0.05,0.00,-0.00,-0.03,-9.97,-1.04
2808118,1.00,0.05,0.00,-0.00,-0.08,-9.95,-1.02
2808151,1.00,0.05,0.01,-0.00,-0.10,-9.94,-1.00
2808183,1.00,0.05,0.00,-0.00,-0.09,-9.93,-1.03
2808215,1.00,0.05,0.00,-0.00,-0.08,-9.96,-1.01
2808249,1.00,0.05,0.00,-0.00,-0.04,-9.97,-1.06
2808281,1.00,0.05,0.00,-0.00,-0.06,-9.96,-1.06
2808314,1.00,0.05,0.00,-0.00,-0.04,-9.95,-1.07
2808346,1.00,0.05,0.00,-0.00,-0.04,-9.94,-1.05
2808379,1.00,0.05,0.00,-0.00,-0.07,-9.98,-1.00
2808411,1.00,0.05,0.00,-0.00,-0.08,-9.97,-1.03
2808444,1.00,0.05,0.00,-0.00,-0.09,-9.97,-1.01
2808476,1.00,0.05,0.00,0.00,-0.08,-9.93,-1.00
2808510,1.00,0.05,0.00,-0.00,-0.09,-9.95,-1.01
2808541,1.00,0.05,0.00,-0.00,-0.08,-9.97,-1.01
2808573,1.00,0.05,0.00,-0.00,-0.10,-9.96,-1.02
2808606,1.00,0.05,0.00,-0.00,-0.08,-9.95,-1.01
2808639,1.00,0.05,0.01,-0.00,-0.06,-9.96,-1.00
2808672,1.00,0.05,0.00,-0.00,-0.05,-9.97,-1.03
2808705,1.00,0.05,0.01,-0.00,-0.08,-9.97,-1.05
2808738,1.00,0.05,0.00,-0.00,-0.04,-9.95,-1.02
2808772,1.00,0.05,0.01,0.00,-0.06,-9.97,-1.03
2808803,1.00,0.05,0.00,0.00,-0.05,-9.96,-1.04
2808836,1.00,0.05,0.01,-0.00,-0.07,-9.97,-1.05
2808868,1.00,0.05,0.00,-0.00,-0.11,-9.96,-1.05
2808901,1.00,0.05,0.00,-0.00,-0.08,-9.94,-0.99
2808934,1.00,0.05,0.00,-0.00,-0.04,-9.94,-1.01
2808967,1.00,0.05,0.00,-0.00,-0.05,-9.99,-1.02
2809000,1.00,0.05,0.00,-0.00,-0.08,-9.96,-1.07
2809034,1.00,0.05,0.01,-0.00,-0.09,-9.95,-1.04
2809066,1.00,0.05,0.01,-0.00,-0.11,-9.95,-1.05
2809099,1.00,0.05,0.00,-0.00,-0.08,-9.97,-1.03
2809132,1.00,0.05,0.00,-0.00,-0.08,-9.95,-1.03
2809165,1.00,0.05,0.01,-0.00,-0.13,-9.96,-1.04
2809198,1.00,0.05,0.01,-0.00,-0.12,-10.00,-1.01
2809231,1.00,0.05,0.00,-0.00,-0.04,-9.92,-1.06
2809264,1.00,0.05,0.01,-0.00,-0.08,-9.96,-1.04
2809298,1.00,0.05,0.00,-0.00,-0.06,-9.94,-1.01
2809330,1.00,0.05,0.00,-0.00,-0.02,-9.96,-1.02
2809363,1.00,0.05,-0.00,0.00,0.00,-9.97,-0.99
2809396,1.00,0.05,-0.00,0.00,0.03,-9.97,-1.05
2809429,1.00,0.05,0.00,-0.00,-0.00,-9.95,-1.00
2809461,1.00,0.05,0.00,-0.00,-0.03,-9.96,-1.03
2809494,1.00,0.05,-0.00,-0.00,-0.01,-9.94,-1.02
2809527,1.00,0.05,0.00,-0.00,-0.05,-9.96,-1.06
2809561,1.00,0.05,0.00,-0.00,-0.09,-9.98,-1.06
2809592,1.00,0.05,0.00,-0.00,-0.06,-9.97,-1.06
2809625,1.00,0.05,0.00,-0.00,-0.03,-9.96,-1.05
2809658,1.00,0.05,0.00,-0.00,-0.04,-9.97,-1.03
2809691,1.00,0.05,0.00,-0.00,-0.06,-9.96,-1.04
2809724,1.00,0.05,0.00,-0.00,-0.05,-9.95,-1.00
2809756,1.00,0.05,0.00,-0.00,-0.02,-9.95,-1.00
2809789,1.00,0.05,0.00,-0.00,-0.03,-9.98,-1.03
2809823,1.00,0.05,0.00,-0.00,-0.03,-9.97,-1.03
2809854,1.00,0.05,0.01,0.00,-0.05,-9.94,-1.04
2809887,1.00,0.05,0.00,-0.00,-0.04,-9.96,-1.02
2809920,1.00,0.05,-0.00,0.00,-0.02,-9.96,-1.01
2809953,1.00,0.05,0.00,-0.00,-0.01,-9.97,-1.02
2809986,1.00,0.05,-0.00,-0.00,-0.01,-9.97,-1.03
2810019,1.00,0.05,0.00,0.00,0.00,-9.95,-1.00
2810051,1.00,0.05,0.00,-0.00,-0.02,-9.95,-1.01
2810085,1.00,0.05,0.00,0.00,-0.04,-9.96,-1.02
2810116,1.00,0.05,0.00,-0.00,0.00,-9.96,-1.03
2810149,1.00,0.05,-0.00,-0.00,0.05,-9.96,-1.03
2810182,1.00,0.05,0.00,-0.00,0.02,-9.97,-1.02
2810215,1.00,0.05,-0.00,-0.00,0.01,-9.96,-1.03
2810247,1.00,0.05,0.00,-0.00,0.00,-9.95,-1.03
2810280,1.00,0.05,0.00,-0.00,-0.03,-9.95,-1.04
2810313,1.00,0.05,-0.00,-0.00,0.01,-9.97,-1.03
2810346,1.00,0.05,0.00,-0.00,-0.00,-9.98,-1.05
2810377,1.00,0.05,-0.00,-0.00,0.02,-9.96,-1.04
2810410,1.00,0.05,0.00,-0.00,-0.02,-9.96,-1.01
2810443,1.00,0.05,-0.00,-0.00,0.00,-9.95,-1.02
2810476,1.00,0.05,0.00,-0.00,-0.04,-9.96,-1.04
2810509,1.00,0.05,0.00,0.00,-0.03,-9.98,-1.03
2810542,1.00,0.05,0.00,-0.00,-0.04,-9.97,-1.00
2810575,1.00,0.05,0.00,-0.00,-0.03,-9.93,-0.98
2810609,1.00,0.05,0.00,-0.00,-0.03,-9.96,-1.03
2810641,1.00,0.05,0.00,-0.00,-0.03,-9.98,-1.05
2810674,1.00,0.05,0.00,-0.00,-0.05,-9.96,-1.04
2810707,1.00,0.05,0.00,-0.00,-0.02,-9.97,-1.07
2810740,1.00,0.05,-0.00,0.00,0.00,-9.96,-1.05
2810773,1.00,0.05,0.00,-0.00,0.01,-9.98,-1.02
2810806,1.00,0.05,-0.00,-0.00,-0.01,-9.97,-1.03
2810839,1.00,0.05,0.00,-0.00,-0.05,-9.93,-1.01
2810873,1.00,0.05,-0.00,0.00,-0.02,-9.98,-1.01
2810904,1.00,0.05,0.00,-0.00,-0.01,-9.96,-1.00
2810936,1.00,0.05,-0.00,0.00,-0.02,-9.97,-1.01
2810969,1.00,0.05,0.00,0.00,0.00,-9.96,-1.00
2811002,1.00,0.05,-0.00,0.00,0.00,-9.97,-1.00
2811035,1.00,0.05,0.00,-0.00,0.00,-9.98,-1.02
2811068,1.00,0.05,-0.00,0.00,0.00,-9.96,-1.04
2811101,1.00,0.05,0.00,-0.00,-0.02,-9.95,-1.04
2811135,1.00,0.05,0.00,-0.00,-0.02,-9.96,-1.03
2811166,1.00,0.05,0.00,0.00,-0.01,-9.96,-1.06
2811199,1.00,0.05,-0.00,0.00,0.01,-9.96,-1.06
2811231,1.00,0.05,0.00,0.00,-0.00,-9.93,-1.01
2811263,1.00,0.05,0.00,0.00,-0.03,-9.96,-1.08
2811296,1.00,0.06,0.00,-0.00,-0.03,-9.95,-1.09
2811328,1.00,0.05,0.00,-0.00,-0.07,-9.96,-1.05
2811361,1.00,0.05,0.00,-0.00,-0.05,-9.94,-1.04
2811394,1.00,0.05,-0.00,-0.00,-0.01,-9.96,-1.02
2811426,1.00,0.05,0.00,-0.00,-0.02,-9.98,-1.07
2811458,1.00,0.05,-0.00,-0.00,-0.00,-9.97,-1.06
2811491,1.00,0.05,0.00,-0.00,-0.02,-9.95,-1.05
2811523,1.00,0.05,-0.00,-0.00,-0.00,-9.96,-1.05
2811556,1.00,0.05,0.00,-0.00,0.00,-9.97,-1.07
2811589,1.00,0.05,-0.00,-0.00,-0.01,-9.97,-1.07
2811622,1.00,0.05,0.00,-0.00,-0.03,-9.99,-1.05
2811656,1.00,0.05,0.00,-0.00,-0.03,-9.95,-1.06
2811687,1.00,0.05,0.00,-0.00,-0.05,-9.96,-1.08
2811720,1.00,0.05,-0.00,-0.00,-0.03,-9.97,-1.07
2811753,1.00,0.05,0.00,-0.00,-0.06,-9.95,-1.04
2811786,1.00,0.05,0.00,-0.00,-0.03,-9.95,-1.07
2811818,1.00,0.05,0.00,-0.00,-0.01,-9.94,-1.05
2811851,1.00,0.05,0.00,-0.00,-0.02,-9.95,-1.09
2811884,1.00,0.05,0.00,-0.00,-0.03,-9.96,-1.07
2811918,1.00,0.05,0.00,-0.00,-0.04,-9.96,-1.06
2811949,1.00,0.05,0.00,-0.00,-0.05,-9.95,-1.05
2811982,1.00,0.05,0.00,-0.00,-0.05,-9.97,-1.06
2812015,1.00,0.05,-0.00,-0.00,-0.01,-9.95,-1.08
2812048,1.00,0.05,-0.00,-0.00,0.01,-9.95,-1.04
2812081,1.00,0.05,0.00,-0.00,-0.02,-9.96,-1.08
2812113,1.00,0.05,0.00,-0.00,-0.06,-9.95,-1.04
2812146,1.00,0.05,0.01,-0.00,-0.10,-9.94,-1.04
2812179,1.00,0.05,0.00,0.00,-0.01,-9.94,-1.03
2812211,1.00,0.05,0.00,0.00,0.01,-9.98,-1.08
2812243,1.00,0.06,0.00,-0.00,-0.00,-9.99,-1.11
2812276,1.00,0.06,0.00,-0.00,-0.08,-9.93,-1.10
2812309,1.00,0.05,0.00,-0.00,-0.06,-9.95,-1.07
2812342,1.00,0.05,0.00,0.00,0.00,-9.93,-1.06
2812375,1.00,0.05,-0.00,0.00,0.02,-9.95,-1.06
2812407,1.00,0.05,0.00,-0.00,0.00,-9.93,-1.07
2812441,1.00,0.06,0.01,-0.00,-0.08,-9.75,-1.13
2812472,1.00,0.06,0.01,-0.00,-0.27,-10.00,-1.23
2812505,1.00,0.06,0.01,-0.00,-0.33,-9.92,-1.30
2812538,1.00,0.06,0.02,-0.00,-0.33,-9.81,-1.30
2812571,1.00,0.06,0.02,-0.00,-0.38,-9.73,-1.26
2812604,1.00,0.06,0.03,0.00,-0.39,-9.83,-1.31
2812637,1.00,0.06,0.03,0.00,-0.39,-9.86,-1.33
2812670,1.00,0.07,0.04,-0.00,-0.26,-9.95,-1.32
2812703,1.00,0.07,0.04,-0.00,-0.15,-10.01,-1.37
2812734,1.00,0.07,0.04,-0.00,0.02,-9.91,-1.36
2812767,1.00,0.07,0.04,-0.00,0.16,-9.88,-1.23
2812800,1.00,0.07,0.05,-0.00,0.37,-9.92,-1.21
2812833,1.00,0.07,0.05,-0.00,0.59,-10.40,-1.24
2812866,1.00,0.08,0.04,-0.00,1.90,-10.44,-1.34
2812899,1.00,0.08,0.03,-0.01,1.91,-10.25,-1.16
2812932,1.00,0.09,0.02,-0.01,1.34,-9.98,-1.00
2812966,1.00,0.09,0.02,-0.02,1.11,-10.12,-0.86
2812998,1.00,0.09,0.02,-0.02,1.39,-10.26,-0.73
2813031,1.00,0.09,0.01,-0.02,1.83,-10.51,-0.57
2813064,1.00,0.09,0.01,-0.03,2.30,-10.60,-0.36
2813097,1.00,0.09,-0.00,-0.03,2.39,-10.52,-0.17
2813130,0.99,0.10,-0.01,-0.03,2.22,-10.34,0.06
2813163,0.99,0.10,-0.02,-0.04,1.93,-10.05,0.12
2813196,0.99,0.10,-0.03,-0.04,1.55,-9.71,0.18
2813230,0.99,0.09,-0.04,-0.05,1.12,-9.50,0.17
2813261,0.99,0.09,-0.04,-0.05,0.77,-9.41,0.05
2813293,0.99,0.09,-0.05,-0.06,0.57,-9.14,-0.10
2813326,0.99,0.09,-0.05,-0.06,0.36,-9.25,-0.12
2813359,0.99,0.09,-0.05,-0.07,0.34,-9.16,-0.07
2813392,0.99,0.08,-0.05,-0.07,0.41,-9.14,-0.04
2813425,0.99,0.08,-0.05,-0.07,0.47,-9.56,-0.14
2813458,0.99,0.08,-0.05,-0.07,0.51,-9.82,-0.22
2813492,0.99,0.07,-0.05,-0.07,0.44,-10.29,-0.25
2813523,0.99,0.07,-0.04,-0.07,0.20,-10.42,-0.20
2813556,0.99,0.07,-0.04,-0.06,0.15,-10.61,-0.07
2813588,1.00,0.07,-0.04,-0.05,0.19,-10.91,0.17
2813621,1.00,0.07,-0.04,-0.05,0.07,-10.73,0.39
2813654,1.00,0.08,-0.05,-0.04,-0.05,-10.55,0.64
2813687,1.00,0.08,-0.05,-0.03,-0.21,-10.38,0.93
2813720,0.99,0.08,-0.05,-0.02,-0.41,-10.05,1.23
2813754,0.99,0.09,-0.05,-0.02,-0.51,-9.93,1.40
2813786,0.99,0.09,-0.06,-0.01,-0.63,-9.58,1.41
2813819,0.99,0.08,-0.06,-0.01,-0.84,-9.70,1.35
2813852,0.99,0.08,-0.07,-0.01,-1.00,-9.83,1.23
2813885,0.99,0.08,-0.08,-0.01,-1.01,-9.70,1.13
2813918,0.99,0.08,-0.08,-0.01,-1.05,-9.84,1.04
2813951,0.99,0.07,-0.09,-0.01,-1.15,-9.88,0.89
2813984,0.99,0.07,-0.09,-0.01,-1.37,-9.88,0.74
2814018,0.99,0.07,-0.10,-0.02,-1.49,-10.19,0.70
2814050,0.99,0.07,-0.10,-0.02,-1.56,-10.26,0.69
2814083,0.99,0.07,-0.11,-0.02,-1.74,-9.94,0.76
2814116,0.99,0.06,-0.12,-0.02,-2.21,-9.27,0.87
2814149,0.99,0.06,-0.12,-0.02,-2.74,-8.95,0.94
2814181,0.99,0.06,-0.13,-0.02,-3.45,-9.15,0.99
2814214,0.99,0.06,-0.13,-0.01,-3.82,-9.33,0.87
2814247,0.99,0.06,-0.13,-0.01,-4.12,-9.38,0.84
2814281,0.99,0.06,-0.14,-0.01,-4.47,-9.37,0.93
2814312,0.99,0.06,-0.14,-0.01,-4.46,-9.47,1.00
2814345,0.99,0.06,-0.14,-0.00,-4.17,-9.52,1.08
2814378,0.99,0.06,-0.13,-0.00,-3.79,-9.15,1.15
2814411,0.99,0.06,-0.13,0.00,-3.20,-9.25,1.09
2814444,0.99,0.06,-0.12,0.00,-2.59,-9.15,1.08
2814476,0.99,0.06,-0.11,-0.00,-2.03,-9.05,1.03
2814509,0.99,0.05,-0.10,-0.00,-1.69,-9.29,1.01
2814543,1.00,0.05,-0.08,-0.01,-1.41,-9.76,1.06
