Line,Milis,Type,Side,W,X,Y,Z,,,,,,,,,,,,,,,,,
695,27975,DATA,L,0.98,-0.17,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,27988,DATA,R,0.94,-0.1,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28015,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28028,DATA,R,0.94,-0.09,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28055,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28070,DATA,R,0.94,-0.09,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28095,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28107,DATA,R,0.94,-0.09,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28135,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28147,DATA,R,0.94,-0.09,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28174,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28187,DATA,R,0.94,-0.09,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28214,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28227,DATA,R,0.94,-0.09,0.01,-0.32,,,,,,,,,,,,,,,,,
695,28254,DATA,L,0.98,-0.18,-0.03,-0.11,,,,,,,,,,,,,,,,,
695,28267,DATA,R,0.94,-0.09,0.01,-0.32,,,,,,,,,,,,,,,,,
695,28295,DATA,L,0.98,-0.18,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28310,DATA,R,0.94,-0.09,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28335,DATA,L,0.98,-0.18,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28347,DATA,R,0.94,-0.1,0.02,-0.32,,,,,,,,,,,,,,,,,
695,28375,DATA,L,0.98,-0.17,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28387,DATA,R,0.94,-0.1,0.02,-0.31,,,,,,,,,,,,,,,,,
695,28415,DATA,L,0.98,-0.17,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28427,DATA,R,0.94,-0.1,0.02,-0.31,,,,,,,,,,,,,,,,,
695,28455,DATA,L,0.98,-0.17,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28467,DATA,R,0.95,-0.1,0.02,-0.31,,,,,,,,,,,,,,,,,
695,28495,DATA,L,0.98,-0.17,-0.03,-0.09,,,,,,,,,,,,,,,,,
695,28507,DATA,R,0.95,-0.11,0.02,-0.31,,,,,,,,,,,,,,,,,
695,28535,DATA,L,0.98,-0.17,-0.02,-0.09,,,,,,,,,,,,,,,,,
695,28549,DATA,R,0.95,-0.11,0.02,-0.3,,,,,,,,,,,,,,,,,
695,28574,DATA,L,0.98,-0.16,-0.02,-0.09,,,,,,,,,,,,,,,,,
695,28587,DATA,R,0.95,-0.11,0.02,-0.3,,,,,,,,,,,,,,,,,
695,28614,DATA,L,0.98,-0.16,-0.02,-0.09,,,,,,,,,,,,,,,,,
695,28627,DATA,R,0.95,-0.11,0.02,-0.3,,,,,,,,,,,,,,,,,
695,28654,DATA,L,0.98,-0.15,-0.02,-0.09,,,,,,,,,,,,,,,,,
695,28667,DATA,R,0.94,-0.12,0.02,-0.3,,,,,,,,,,,,,,,,,
695,28695,DATA,L,0.98,-0.14,-0.02,-0.09,,,,,,,,,,,,,,,,,
695,28708,DATA,R,0.94,-0.13,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28735,DATA,L,0.99,-0.13,-0.03,-0.09,,,,,,,,,,,,,,,,,
695,28748,DATA,R,0.94,-0.14,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28775,DATA,L,0.99,-0.13,-0.03,-0.09,,,,,,,,,,,,,,,,,
695,28790,DATA,R,0.94,-0.14,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28815,DATA,L,0.99,-0.13,-0.03,-0.09,,,,,,,,,,,,,,,,,
695,28828,DATA,R,0.94,-0.15,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28855,DATA,L,0.99,-0.13,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28868,DATA,R,0.94,-0.15,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28895,DATA,L,0.99,-0.13,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28908,DATA,R,0.94,-0.15,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28935,DATA,L,0.99,-0.13,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28948,DATA,R,0.94,-0.14,0.03,-0.31,,,,,,,,,,,,,,,,,
695,28975,DATA,L,0.98,-0.14,-0.03,-0.1,,,,,,,,,,,,,,,,,
695,28988,DATA,R,0.94,-0.14,0.03,-0.31,,,,,,,,,,,,,,,,,
695,29015,DATA,L,0.98,-0.14,-0.02,-0.11,,,,,,,,,,,,,,,,,
695,29030,DATA,R,0.94,-0.13,0.02,-0.32,,,,,,,,,,,,,,,,,
695,29055,DATA,L,0.98,-0.15,-0.02,-0.11,,,,,,,,,,,,,,,,,
695,29068,DATA,R,0.94,-0.12,0.02,-0.32,,,,,,,,,,,,,,,,,
695,29095,DATA,L,0.98,-0.16,-0.02,-0.11,,,,,,,,,,,,,,,,,
695,29107,DATA,R,0.94,-0.12,0.02,-0.32,,,,,,,,,,,,,,,,,
695,29135,DATA,L,0.98,-0.17,-0.02,-0.11,,,,,,,,,,,,,,,,,
695,29147,DATA,R,0.94,-0.11,0.02,-0.32,,,,,,,,,,,,,,,,,
695,29175,DATA,L,0.98,-0.17,-0.02,-0.11,,,,,,,,,,,,,,,,,
695,29187,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29215,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29227,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29255,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29271,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29294,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29307,DATA,R,0.94,-0.09,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29334,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29347,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29374,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29387,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29416,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29428,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29455,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29468,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29495,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29511,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29534,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29547,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29574,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29587,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29614,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29627,DATA,R,0.94,-0.1,0.01,-0.32,,,,,,,,,,,,,,,,,
695,29654,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29667,DATA,R,0.94,-0.09,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29694,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29707,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29736,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29748,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29775,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29788,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29815,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29828,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29855,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29868,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29895,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29908,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29935,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29948,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,29975,DATA,L,0.98,-0.18,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,29988,DATA,R,0.94,-0.1,0.01,-0.33,,,,,,,,,,,,,,,,,
695,30015,DATA,L,0.98,-0.17,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30028,DATA,R,0.94,-0.1,0.02,-0.33,,,,,,,,,,,,,,,,,
695,30055,DATA,L,0.98,-0.17,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30068,DATA,R,0.94,-0.11,0.02,-0.33,,,,,,,,,,,,,,,,,
695,30095,DATA,L,0.98,-0.16,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30108,DATA,R,0.94,-0.11,0.02,-0.33,,,,,,,,,,,,,,,,,
695,30135,DATA,L,0.98,-0.16,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30148,DATA,R,0.94,-0.12,0.02,-0.33,,,,,,,,,,,,,,,,,
695,30175,DATA,L,0.98,-0.15,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30188,DATA,R,0.93,-0.13,0.02,-0.33,,,,,,,,,,,,,,,,,
695,30215,DATA,L,0.98,-0.14,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30228,DATA,R,0.93,-0.14,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30255,DATA,L,0.98,-0.13,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30268,DATA,R,0.93,-0.14,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30295,DATA,L,0.98,-0.13,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30308,DATA,R,0.93,-0.15,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30335,DATA,L,0.98,-0.12,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30347,DATA,R,0.93,-0.16,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30375,DATA,L,0.99,-0.12,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30387,DATA,R,0.93,-0.16,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30415,DATA,L,0.99,-0.12,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30427,DATA,R,0.93,-0.16,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30456,DATA,L,0.98,-0.12,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30468,DATA,R,0.93,-0.16,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30496,DATA,L,0.98,-0.12,-0.02,-0.12,,,,,,,,,,,,,,,,,
695,30508,DATA,R,0.93,-0.15,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30536,DATA,L,0.98,-0.13,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30548,DATA,R,0.93,-0.15,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30576,DATA,L,0.98,-0.14,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30588,DATA,R,0.93,-0.14,0.03,-0.33,,,,,,,,,,,,,,,,,
695,30616,DATA,L,0.98,-0.14,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30628,DATA,R,0.93,-0.14,0.02,-0.33,,,,,,,,,,,,,,,,,
695,30655,DATA,L,0.98,-0.15,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30668,DATA,R,0.93,-0.13,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30695,DATA,L,0.98,-0.15,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30708,DATA,R,0.93,-0.13,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30736,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30748,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30776,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30788,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30815,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30828,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30855,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30868,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30895,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30908,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30935,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30948,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,30976,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,30990,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31016,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,31028,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31055,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,31068,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31095,DATA,L,0.98,-0.16,-0.02,-0.13,,,,,,,,,,,,,,,,,
695,31108,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31136,DATA,L,0.98,-0.16,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31149,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31176,DATA,L,0.98,-0.16,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31188,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31216,DATA,L,0.98,-0.16,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31228,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31255,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31268,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31295,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31308,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31336,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31348,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31376,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31388,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31416,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31428,DATA,R,0.93,-0.11,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31455,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31468,DATA,R,0.93,-0.11,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31495,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31508,DATA,R,0.93,-0.11,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31535,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31548,DATA,R,0.93,-0.11,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31575,DATA,L,0.98,-0.17,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31588,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31615,DATA,L,0.98,-0.16,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31628,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31655,DATA,L,0.98,-0.16,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31668,DATA,R,0.93,-0.12,0.02,-0.34,,,,,,,,,,,,,,,,,
695,31695,DATA,L,0.98,-0.15,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31708,DATA,R,0.93,-0.13,0.03,-0.34,,,,,,,,,,,,,,,,,
695,31736,DATA,L,0.98,-0.14,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31749,DATA,R,0.93,-0.14,0.03,-0.34,,,,,,,,,,,,,,,,,
695,31776,DATA,L,0.98,-0.13,-0.02,-0.14,,,,,,,,,,,,,,,,,
695,31789,DATA,R,0.93,-0.15,0.03,-0.34,,,,,,,,,,,,,,,,,
695,31816,DATA,L,0.98,-0.12,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,31829,DATA,R,0.92,-0.16,0.04,-0.34,,,,,,,,,,,,,,,,,
695,31856,DATA,L,0.98,-0.11,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,31869,DATA,R,0.92,-0.17,0.04,-0.34,,,,,,,,,,,,,,,,,
695,31896,DATA,L,0.99,-0.1,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,31909,DATA,R,0.92,-0.18,0.04,-0.34,,,,,,,,,,,,,,,,,
695,31935,DATA,L,0.99,-0.09,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,31959,DATA,R,0.92,-0.19,0.05,-0.34,,,,,,,,,,,,,,,,,
695,31976,DATA,L,0.99,-0.09,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,31989,DATA,R,0.92,-0.19,0.05,-0.34,,,,,,,,,,,,,,,,,
695,32016,DATA,L,0.99,-0.09,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,32029,DATA,R,0.92,-0.19,0.04,-0.34,,,,,,,,,,,,,,,,,
695,32056,DATA,L,0.98,-0.1,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,32069,DATA,R,0.92,-0.18,0.04,-0.34,,,,,,,,,,,,,,,,,
695,32096,DATA,L,0.98,-0.11,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,32109,DATA,R,0.92,-0.17,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32136,DATA,L,0.98,-0.12,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,32149,DATA,R,0.92,-0.17,0.04,-0.34,,,,,,,,,,,,,,,,,
695,32176,DATA,L,0.98,-0.12,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,32189,DATA,R,0.92,-0.16,0.04,-0.34,,,,,,,,,,,,,,,,,
695,32216,DATA,L,0.98,-0.13,-0.03,-0.14,,,,,,,,,,,,,,,,,
695,32229,DATA,R,0.93,-0.15,0.03,-0.34,,,,,,,,,,,,,,,,,
695,32256,DATA,L,0.98,-0.13,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32269,DATA,R,0.93,-0.15,0.03,-0.35,,,,,,,,,,,,,,,,,
695,32296,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32309,DATA,R,0.93,-0.15,0.03,-0.35,,,,,,,,,,,,,,,,,
695,32336,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32349,DATA,R,0.93,-0.14,0.03,-0.35,,,,,,,,,,,,,,,,,
695,32376,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32389,DATA,R,0.93,-0.14,0.03,-0.35,,,,,,,,,,,,,,,,,
695,32416,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32429,DATA,R,0.93,-0.14,0.03,-0.35,,,,,,,,,,,,,,,,,
695,32456,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32472,DATA,R,0.93,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32496,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32508,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32536,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32548,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32576,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32588,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32616,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32628,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32656,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32668,DATA,R,0.93,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32696,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32708,DATA,R,0.93,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32736,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32748,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32776,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32788,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32816,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32828,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32857,DATA,L,0.98,-0.14,-0.03,-0.15,,,,,,,,,,,,,,,,,
695,32869,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32897,DATA,L,0.98,-0.14,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,32909,DATA,R,0.92,-0.14,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32937,DATA,L,0.98,-0.14,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,32949,DATA,R,0.92,-0.15,0.04,-0.35,,,,,,,,,,,,,,,,,
695,32977,DATA,L,0.98,-0.13,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,32989,DATA,R,0.92,-0.15,0.04,-0.35,,,,,,,,,,,,,,,,,
695,33017,DATA,L,0.98,-0.13,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,33029,DATA,R,0.92,-0.15,0.04,-0.35,,,,,,,,,,,,,,,,,
695,33057,DATA,L,0.98,-0.12,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,33072,DATA,R,0.92,-0.16,0.04,-0.35,,,,,,,,,,,,,,,,,
695,33096,DATA,L,0.98,-0.12,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,33109,DATA,R,0.92,-0.16,0.04,-0.35,,,,,,,,,,,,,,,,,
695,33136,DATA,L,0.98,-0.11,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,33149,DATA,R,0.92,-0.17,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33176,DATA,L,0.98,-0.1,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,33189,DATA,R,0.92,-0.18,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33216,DATA,L,0.98,-0.1,-0.03,-0.16,,,,,,,,,,,,,,,,,
695,33229,DATA,R,0.91,-0.19,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33256,DATA,L,0.98,-0.09,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33269,DATA,R,0.91,-0.19,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33296,DATA,L,0.98,-0.08,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33309,DATA,R,0.91,-0.2,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33336,DATA,L,0.98,-0.08,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33349,DATA,R,0.91,-0.2,0.06,-0.36,,,,,,,,,,,,,,,,,
695,33376,DATA,L,0.98,-0.07,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33389,DATA,R,0.91,-0.21,0.06,-0.36,,,,,,,,,,,,,,,,,
695,33416,DATA,L,0.98,-0.07,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33429,DATA,R,0.91,-0.21,0.06,-0.36,,,,,,,,,,,,,,,,,
695,33456,DATA,L,0.98,-0.07,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33469,DATA,R,0.91,-0.21,0.06,-0.36,,,,,,,,,,,,,,,,,
695,33496,DATA,L,0.98,-0.07,-0.04,-0.16,,,,,,,,,,,,,,,,,
695,33509,DATA,R,0.91,-0.21,0.06,-0.36,,,,,,,,,,,,,,,,,
695,33536,DATA,L,0.98,-0.08,-0.04,-0.17,,,,,,,,,,,,,,,,,
695,33549,DATA,R,0.91,-0.21,0.06,-0.36,,,,,,,,,,,,,,,,,
695,33576,DATA,L,0.98,-0.08,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33589,DATA,R,0.91,-0.2,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33616,DATA,L,0.98,-0.09,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33629,DATA,R,0.91,-0.19,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33656,DATA,L,0.98,-0.1,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33669,DATA,R,0.91,-0.19,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33696,DATA,L,0.98,-0.11,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33709,DATA,R,0.91,-0.18,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33736,DATA,L,0.98,-0.11,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33749,DATA,R,0.92,-0.18,0.05,-0.36,,,,,,,,,,,,,,,,,
695,33776,DATA,L,0.98,-0.12,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33789,DATA,R,0.92,-0.17,0.04,-0.36,,,,,,,,,,,,,,,,,
695,33816,DATA,L,0.98,-0.12,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33829,DATA,R,0.92,-0.17,0.04,-0.36,,,,,,,,,,,,,,,,,
695,33856,DATA,L,0.98,-0.13,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33869,DATA,R,0.92,-0.16,0.04,-0.36,,,,,,,,,,,,,,,,,
695,33896,DATA,L,0.98,-0.13,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33909,DATA,R,0.92,-0.16,0.04,-0.36,,,,,,,,,,,,,,,,,
695,33936,DATA,L,0.98,-0.13,-0.03,-0.17,,,,,,,,,,,,,,,,,
695,33949,DATA,R,0.92,-0.16,0.04,-0.36,,,,,,,,,,,,,,,,,
